Date,T_degC,PO4uM,SiO3uM,NO2uM,NO3uM,Salnty,O2ml_L
03/28/2004,14.670,0.490,2.000,0.000,0.000,33.420,5.960
01/07/2016,14.700,0.240,1.900,0.000,0.000,33.358,5.910
07/19/2016,14.700,0.310,4.000,0.160,0.200,33.348,5.770
04/11/2007,14.720,0.390,1.300,0.000,0.200,32.986,6.240
02/01/2002,14.730,0.470,3.000,0.000,0.000,33.480,6.790
04/06/2001,14.750,0.350,3.000,0.000,0.000,33.330,6.070
01/09/2005,14.750,0.560,4.000,0.030,0.200,33.582,5.810
04/17/2011,14.750,0.490,2.000,0.040,0.700,33.525,5.900
01/15/2000,14.770,0.400,6.000,0.050,0.700,33.627,5.430
10/30/2003,14.770,0.470,1.000,0.000,0.000,33.420,5.920
05/02/2010,14.770,0.510,2.000,0.000,0.200,32.970,6.050
07/26/2016,14.770,0.240,1.000,0.010,0.000,33.193,6.120
04/29/2010,14.780,0.510,2.000,0.000,0.200,32.971,6.050
04/10/2001,14.800,0.320,3.000,0.000,0.000,33.310,5.780
10/18/2018,14.800,2.230,23.500,0.090,23.000,34.209,1.350
11/06/2016,14.810,0.280,3.000,0.100,0.000,33.374,5.950
04/27/2010,14.820,0.510,2.000,0.000,0.300,32.980,6.030
04/28/2010,14.820,0.510,2.000,0.000,0.300,32.980,6.030
06/16/2018,14.820,0.300,2.600,0.000,0.100,33.762,5.470
07/20/2003,14.840,0.440,2.000,0.000,0.000,33.350,6.420
01/27/2011,14.850,0.400,0.000,0.000,0.000,33.640,6.610
04/03/2016,14.860,0.240,1.000,0.010,0.000,33.192,6.130
01/06/2004,14.870,0.760,9.100,0.150,3.200,33.749,5.710
03/17/2009,14.870,0.360,1.000,0.020,0.200,33.270,6.160
03/09/2009,14.890,0.300,2.000,0.000,0.000,33.180,5.840
11/05/2010,14.890,0.620,5.000,0.050,1.700,33.580,5.900
03/18/2009,14.900,0.360,1.000,0.020,0.100,33.270,6.140
11/04/2010,14.900,0.620,5.000,0.050,1.700,33.575,5.880
02/05/2014,14.910,0.790,3.000,0.070,0.000,33.145,5.990
11/07/2010,14.950,0.660,5.000,0.040,1.600,33.560,5.710
11/08/2010,14.950,0.660,5.000,0.040,1.600,33.560,5.710
04/11/2003,14.990,0.500,2.100,0.010,0.100,33.607,6.040
07/24/2019,15.010,0.250,1.900,0.000,0.300,33.745,5.520
07/20/2013,15.020,0.470,1.100,0.000,0.000,33.282,6.110
10/19/2011,15.030,0.800,6.000,0.070,3.700,33.610,5.880
03/26/2008,15.060,0.360,1.000,0.000,0.000,33.580,6.590
04/09/2011,15.060,0.510,1.000,0.000,0.900,33.170,5.830
04/10/2011,15.060,0.510,1.000,0.000,0.900,33.170,5.830
04/20/2011,15.060,0.470,2.000,0.030,0.600,33.508,5.930
11/07/2016,15.060,0.270,3.000,0.100,0.000,33.373,5.930
04/11/2011,15.070,0.510,1.000,0.020,1.000,33.170,5.830
04/12/2011,15.070,0.510,1.000,0.020,1.000,33.170,5.830
04/13/2011,15.070,0.500,1.000,0.020,1.100,33.184,5.810
08/12/2011,15.070,0.500,1.000,0.020,1.100,33.201,5.800
02/08/2018,15.070,0.050,1.200,0.000,0.000,33.751,5.520
01/24/2007,15.080,0.440,1.000,0.020,1.500,33.275,6.420
04/07/2004,15.100,0.470,2.000,0.000,0.000,33.450,6.120
04/14/2017,15.100,0.320,1.900,0.000,0.000,33.860,6.080
11/05/2005,15.110,0.620,6.100,0.020,0.200,33.623,6.150
04/21/2011,15.110,0.480,2.000,0.030,0.600,33.503,5.930
03/25/2008,15.120,0.550,1.000,0.000,0.000,33.580,6.630
11/16/2002,15.130,0.520,1.100,0.010,0.100,33.359,5.920
04/22/2011,15.130,0.490,2.000,0.030,0.500,33.500,5.930
04/24/2011,15.130,0.490,3.000,0.040,0.500,33.510,5.910
08/11/2017,15.140,0.680,7.000,0.070,5.700,33.566,4.590
11/03/2007,15.160,0.320,2.100,0.000,0.000,33.118,5.730
11/17/2014,15.160,0.430,0.100,0.000,0.000,33.372,6.270
08/05/2017,15.170,0.170,2.000,0.000,0.000,33.294,6.120
03/16/2009,15.180,0.280,2.000,0.000,0.000,33.150,6.120
03/16/2009,15.200,0.330,2.000,0.000,0.000,33.150,5.330
04/07/2017,15.210,0.320,3.200,0.010,0.000,33.544,5.750
11/15/2002,15.220,0.510,1.000,0.000,0.000,33.359,5.920
04/27/2005,15.260,0.680,4.000,0.060,0.800,33.714,5.620
04/15/2013,15.260,0.400,1.000,0.000,0.000,33.382,5.840
10/27/2001,15.270,0.840,5.600,0.090,2.900,33.697,5.150
01/27/2011,15.270,0.380,0.000,0.000,0.000,33.640,6.860
01/28/2011,15.270,0.380,0.000,0.000,0.000,33.640,6.860
07/09/2014,15.310,0.390,2.000,0.000,0.000,33.451,7.100
04/15/2007,15.330,0.360,2.000,0.000,0.000,32.875,5.970
07/30/2009,15.350,0.280,2.000,0.000,0.000,33.120,6.080
04/05/2002,15.370,0.530,2.300,0.010,0.200,33.608,5.860
07/18/2016,15.390,0.300,4.500,0.090,0.100,33.395,5.930
10/18/2000,15.400,0.320,3.000,0.000,0.300,33.460,5.960
01/14/2000,15.430,0.300,4.400,0.020,0.200,33.619,5.670
03/21/2009,15.430,0.300,0.000,0.010,0.400,33.620,6.260
01/27/2007,15.440,0.410,1.000,0.010,0.900,33.228,6.070
02/04/2012,15.440,0.380,3.000,0.000,0.000,33.470,6.130
04/20/2000,15.460,0.510,16.000,0.000,0.600,33.600,6.020
03/27/2012,15.460,0.490,4.300,0.010,1.600,33.552,4.910
07/15/2005,15.470,0.980,9.000,0.380,4.700,33.825,4.510
01/14/2013,15.470,0.450,2.100,0.090,2.300,33.598,5.290
01/19/2016,15.480,0.260,1.000,0.040,0.000,33.445,5.950
04/10/2013,15.500,0.410,1.000,0.000,0.000,33.383,5.830
01/18/2001,15.540,0.320,2.000,0.000,0.000,33.490,5.980
04/10/2016,15.570,0.280,1.000,0.000,0.000,33.300,5.950
11/17/2007,15.580,0.300,2.000,0.000,0.000,33.107,5.850
11/05/2007,15.590,0.330,2.000,0.000,0.000,33.111,5.730
11/16/2017,15.590,0.080,1.100,0.000,0.000,33.504,5.940
10/23/2006,15.600,0.390,3.000,0.000,1.400,33.390,6.290
01/22/2015,15.600,0.190,3.800,0.040,0.700,33.423,5.910
07/06/2007,15.610,0.330,1.000,0.000,0.000,32.841,6.010
01/20/2016,15.630,0.260,1.000,0.040,0.000,33.444,5.970
03/26/2012,15.640,0.470,4.000,0.000,1.300,33.550,4.910
04/08/2008,15.660,0.220,0.000,0.000,0.000,33.590,6.500
01/10/2009,15.660,0.330,1.000,0.000,0.000,33.520,6.130
03/22/2009,15.660,0.300,1.000,0.000,0.000,33.530,6.160
03/08/2009,15.680,0.280,2.000,0.000,0.000,33.110,5.710
04/05/2018,15.730,1.430,14.600,0.060,15.500,34.117,2.490
11/02/2006,15.740,0.440,3.000,0.000,1.300,33.283,6.200
11/03/2006,15.740,0.440,3.000,0.000,1.300,33.283,6.200
08/27/2008,15.750,0.280,2.000,0.000,0.000,33.120,5.950
04/18/2013,15.750,0.420,1.000,0.000,0.000,33.389,5.810
03/27/2004,15.760,0.440,2.000,0.000,0.000,33.485,6.020
07/05/2007,15.760,0.310,1.500,0.000,0.000,32.841,5.930
01/23/2008,15.770,0.250,1.000,0.000,0.000,33.604,6.530
04/19/2013,15.770,0.420,1.000,0.000,0.000,33.390,5.810
04/06/2008,15.780,0.220,0.000,0.000,0.000,33.610,6.520
11/11/2015,15.780,0.310,5.000,0.020,0.000,33.384,5.980
04/16/2013,15.790,0.420,1.000,0.000,0.000,33.400,5.830
04/17/2013,15.790,0.420,1.000,0.000,0.000,33.400,5.830
08/06/2017,15.790,0.160,2.200,0.000,0.000,33.309,6.060
11/18/2004,15.810,0.440,1.100,0.000,0.000,33.522,6.040
04/13/2017,15.810,0.240,1.000,0.000,0.000,33.636,6.220
04/20/2018,15.810,0.200,1.200,0.000,0.000,33.521,5.910
07/09/2006,15.840,0.300,2.000,0.010,0.000,32.872,5.780
07/08/2006,15.850,0.300,2.000,0.010,0.000,32.835,6.370
07/12/2006,15.850,0.300,2.000,0.010,0.000,32.811,6.300
07/13/2006,15.850,0.300,2.000,0.010,0.100,32.811,6.300
11/18/2007,15.850,0.300,2.000,0.000,0.000,33.107,5.820
07/16/2009,15.850,0.390,3.000,0.000,0.000,33.600,6.080
07/14/2006,15.860,0.300,2.000,0.000,0.600,32.813,6.290
07/17/2006,15.860,0.300,2.000,0.000,0.600,32.813,6.290
07/13/2013,15.880,0.450,1.000,0.000,0.000,33.240,6.010
04/18/2001,15.890,0.320,3.000,0.000,0.000,33.230,5.920
07/16/2001,15.890,0.510,3.100,0.180,0.100,33.535,5.900
07/14/2013,15.890,0.450,1.000,0.000,0.000,33.236,6.010
04/13/2001,15.910,0.320,3.000,0.000,0.800,33.460,5.940
04/10/2002,15.910,0.550,2.500,0.010,0.600,33.635,6.050
07/07/2007,15.920,0.280,2.000,0.000,0.000,32.841,5.860
07/15/2004,15.930,0.440,1.000,0.000,0.000,33.520,6.050
10/29/2003,15.940,0.470,1.000,0.000,0.000,33.402,5.830
07/17/2005,15.940,0.440,2.100,0.010,0.000,33.477,5.920
10/30/2000,15.950,0.450,2.000,0.000,0.000,33.430,5.930
04/14/2007,15.960,0.300,2.000,0.000,0.000,32.865,5.860
11/06/2007,15.960,0.290,2.000,0.000,0.000,33.082,5.630
11/09/2007,15.960,0.300,2.000,0.000,0.000,33.072,5.640
11/11/2007,15.960,0.300,2.000,0.000,0.000,33.072,5.640
11/07/2007,15.970,0.280,2.000,0.000,0.000,33.075,5.610
11/08/2007,15.970,0.280,2.000,0.000,0.000,33.075,5.610
03/28/2002,16.000,0.620,2.500,0.020,0.500,33.539,6.110
07/14/2012,16.010,0.320,2.000,0.000,0.000,33.460,6.830
11/14/2002,16.020,0.510,1.900,0.000,0.000,33.406,5.960
11/18/2019,16.030,0.310,2.900,0.000,0.000,33.456,6.130
11/07/2004,16.040,0.400,1.000,0.000,0.000,33.407,6.020
07/22/2009,16.050,0.250,2.000,0.000,0.000,33.090,5.840
07/15/2001,16.070,0.510,3.000,0.170,0.000,33.521,5.920
07/15/2013,16.080,0.450,1.000,0.000,0.000,33.198,5.970
10/12/2000,16.090,0.320,4.000,0.000,0.600,33.620,6.000
07/10/2005,16.090,0.440,2.000,0.010,0.000,33.457,5.930
04/19/2005,16.110,0.480,2.000,0.000,0.000,33.698,5.210
01/17/2011,16.110,0.360,0.000,0.000,0.100,33.640,5.600
06/13/2018,16.110,0.350,2.000,0.000,0.000,33.446,6.040
01/30/2003,16.120,0.490,2.000,0.010,0.000,33.183,5.800
06/30/2007,16.120,0.300,2.000,0.000,0.000,33.108,5.780
07/01/2007,16.120,0.300,2.000,0.000,0.000,33.108,5.780
01/17/2011,16.120,0.340,0.000,0.000,0.100,33.640,5.840
04/03/2012,16.150,0.400,1.400,0.030,2.700,33.642,5.710
02/10/2003,16.160,0.480,2.000,0.000,0.000,33.603,6.050
01/31/2002,16.190,0.420,5.000,0.010,0.000,33.590,6.670
04/14/2000,16.210,0.320,6.000,0.000,0.300,33.670,5.970
04/15/2000,16.210,0.430,6.000,0.000,0.300,33.670,6.020
11/06/2001,16.210,1.000,2.100,0.030,0.100,33.505,5.950
07/17/2016,16.220,0.280,5.000,0.010,0.000,33.426,6.050
11/05/2019,16.220,0.170,2.500,0.000,0.400,33.526,5.670
07/18/2014,16.230,0.260,3.000,0.030,0.000,33.540,6.200
08/19/2008,16.240,0.440,3.000,0.000,0.800,33.590,6.130
03/11/2009,16.250,0.300,2.000,0.000,0.000,33.150,5.700
10/19/2018,16.250,1.820,16.600,0.250,17.900,34.170,1.750
07/15/2012,16.270,0.340,2.000,0.000,0.000,33.460,6.820
07/26/2009,16.300,0.220,2.000,0.000,0.000,33.120,5.880
07/13/2000,16.310,0.350,4.000,0.000,0.700,33.570,6.000
11/18/2005,16.310,0.540,2.000,0.000,0.000,33.704,5.900
07/21/2004,16.350,0.420,1.000,0.000,0.000,33.509,6.090
04/01/2008,16.350,0.140,0.000,0.000,0.000,33.600,6.290
08/26/2008,16.350,0.300,2.000,0.000,0.000,33.130,5.770
07/17/2013,16.350,0.450,1.000,0.000,0.000,33.170,5.920
11/13/2002,16.360,0.510,2.000,0.000,0.000,33.428,5.910
07/26/2009,16.370,0.250,2.000,0.000,0.000,33.130,5.990
07/28/2009,16.370,0.250,2.000,0.000,0.000,33.130,6.010
10/26/2001,16.380,0.760,4.600,0.080,1.700,33.696,5.540
11/05/2001,16.380,1.000,2.000,0.030,0.000,33.508,5.890
03/25/2012,16.390,0.320,2.000,0.000,0.000,33.540,4.890
03/28/2012,16.390,0.320,2.000,0.000,0.000,33.540,4.890
07/16/2013,16.420,0.450,1.100,0.000,0.000,33.168,5.910
11/03/2003,16.430,0.550,8.100,0.080,0.800,33.748,6.360
11/17/2005,16.430,0.540,2.000,0.000,0.000,33.697,5.900
01/23/2001,16.440,0.350,2.000,0.000,0.000,33.460,5.780
07/20/2004,16.440,0.420,1.000,0.000,0.000,33.500,6.090
11/04/2001,16.460,0.630,2.000,0.000,0.100,33.512,5.810
08/01/2010,16.510,0.420,1.000,0.020,0.200,33.111,5.690
01/17/2001,16.520,0.320,2.000,0.000,0.200,33.530,5.820
11/25/2002,16.530,0.490,2.000,0.010,0.000,33.220,5.620
04/08/2000,16.540,0.290,3.000,0.000,0.300,33.530,5.810
04/09/2000,16.540,0.290,3.000,0.000,0.300,33.530,6.190
01/16/2001,16.540,0.270,2.000,0.000,0.000,33.530,5.760
01/21/2001,16.540,0.270,2.000,0.000,0.000,33.490,5.750
01/22/2001,16.540,0.270,2.000,0.000,0.000,33.490,5.840
01/13/2000,16.570,0.240,4.000,0.000,0.000,33.610,5.890
04/09/2001,16.570,0.590,3.000,0.000,0.000,33.420,5.870
04/09/2001,16.570,0.350,3.000,0.000,0.000,33.420,5.760
04/06/2014,16.570,0.410,0.900,0.000,0.000,33.595,5.980
08/01/2009,16.580,0.280,2.000,0.000,0.000,33.140,5.760
07/30/2010,16.580,0.420,1.000,0.000,0.000,33.110,5.770
07/31/2010,16.580,0.420,1.000,0.000,0.000,33.110,5.770
07/31/2009,16.590,0.280,2.000,0.000,0.000,33.140,5.770
08/02/2009,16.590,0.280,2.000,0.000,0.000,33.140,5.800
07/19/2009,16.600,0.220,2.000,0.000,0.000,33.500,6.050
11/02/2003,16.620,0.540,8.000,0.070,0.700,33.748,6.420
11/12/2002,16.630,0.510,2.000,0.000,0.000,33.447,5.870
08/03/2010,16.630,0.440,1.000,0.000,0.000,33.110,5.720
10/26/2011,16.640,0.680,2.800,0.000,0.500,33.577,5.840
11/11/2002,16.650,0.510,2.000,0.000,0.000,33.449,5.860
10/19/2008,16.670,0.250,1.000,0.000,0.000,33.500,6.360
08/04/2010,16.670,0.450,1.000,0.000,0.000,33.110,5.670
02/10/2018,16.670,0.040,0.300,0.000,0.000,33.753,5.830
07/08/2007,16.680,0.280,2.000,0.000,0.000,32.847,5.870
08/05/2010,16.680,0.450,1.000,0.000,0.000,33.110,5.670
11/11/2013,16.690,1.010,3.000,0.060,0.000,33.130,5.660
07/21/2019,16.700,0.390,1.400,0.080,0.200,33.506,5.340
07/22/2015,16.720,0.170,6.000,0.000,0.000,33.434,6.430
10/23/2000,16.730,0.270,3.000,0.000,0.300,33.410,5.810
11/24/2002,16.730,0.490,2.000,0.020,0.000,33.257,5.550
08/08/2010,16.730,0.420,1.000,0.010,0.000,33.110,5.700
08/09/2010,16.730,0.420,1.000,0.010,0.000,33.110,5.700
11/23/2002,16.740,0.490,2.000,0.020,0.000,33.261,5.550
10/20/2018,16.740,1.020,8.000,0.300,9.300,34.150,3.550
07/09/2000,16.760,0.320,3.000,0.000,0.000,33.560,5.760
11/10/2002,16.760,0.490,2.000,0.000,0.000,33.451,6.140
11/10/2013,16.760,0.930,3.000,0.030,0.000,33.128,5.650
07/11/2001,16.780,0.320,3.000,0.000,0.000,33.680,5.780
07/08/2000,16.800,0.210,3.000,0.000,0.000,33.560,5.760
01/13/2001,16.820,0.270,2.000,0.000,0.000,33.720,5.820
07/06/2002,16.820,0.520,2.000,0.020,0.000,33.434,5.670
07/21/2009,16.820,0.300,2.000,0.000,0.000,33.130,5.700
11/09/2013,16.820,0.820,3.000,0.010,0.000,33.130,5.640
04/09/2002,16.830,0.510,2.000,0.000,0.000,33.627,5.950
10/25/2001,16.840,0.720,4.100,0.090,1.000,33.699,5.840
04/10/2003,16.840,0.470,2.000,0.000,0.000,33.601,5.780
11/12/2013,16.840,0.810,2.900,0.030,0.000,33.131,5.610
07/03/2000,16.850,0.350,5.000,0.000,0.000,33.570,5.850
07/26/2001,16.850,0.720,4.000,0.090,0.900,33.700,5.870
07/24/2009,16.850,0.300,2.000,0.000,0.000,33.130,5.700
07/02/2000,16.870,0.210,5.000,0.000,0.100,33.580,5.850
04/07/2019,16.880,0.420,4.300,0.010,0.100,33.986,4.820
07/18/2013,16.890,0.450,2.000,0.000,0.000,33.160,5.860
07/19/2013,16.890,0.450,2.000,0.000,0.000,33.160,5.860
07/11/2002,16.920,0.520,2.000,0.010,0.000,33.402,5.680
01/19/2008,16.920,0.220,0.500,0.000,0.000,33.608,6.490
04/11/2001,16.930,0.350,3.000,0.000,1.100,33.440,5.740
04/12/2001,16.930,0.270,3.000,0.000,1.500,33.450,5.720
04/12/2001,16.930,0.290,2.000,0.000,1.800,33.440,5.790
04/17/2001,16.950,0.320,3.000,0.000,0.000,33.270,5.720
10/17/2000,16.980,0.320,3.000,0.000,0.300,33.490,5.750
11/22/2002,16.980,0.490,2.000,0.000,0.000,33.276,5.670
10/16/2000,16.990,0.270,3.000,0.000,0.300,33.480,5.740
11/13/2013,17.000,0.760,2.000,0.210,0.000,33.140,5.420
11/14/2013,17.000,0.760,2.000,0.210,0.000,33.140,5.420
04/07/2019,17.000,0.410,4.000,0.010,0.000,33.986,4.910
07/11/2002,17.010,0.560,2.000,0.000,0.000,33.425,5.690
11/24/2013,17.010,0.420,1.000,0.000,0.000,33.219,5.630
11/12/2015,17.010,0.210,4.600,0.010,0.000,33.396,6.070
04/16/2001,17.030,0.350,3.000,0.000,0.000,33.270,5.730
01/20/2000,17.050,0.290,4.000,0.000,0.100,33.630,5.770
04/04/2002,17.050,0.510,2.000,0.000,0.000,33.593,5.830
07/05/2002,17.050,0.510,2.000,0.030,0.000,33.451,5.580
01/12/2001,17.060,0.290,2.000,0.000,0.000,33.670,5.770
07/10/2001,17.070,0.240,3.000,0.000,0.000,33.650,5.800
07/04/2002,17.070,0.400,2.000,0.010,0.000,33.453,5.710
11/19/2005,17.070,0.510,2.000,0.000,0.000,33.643,5.940
07/25/2001,17.080,0.680,3.000,0.040,0.900,33.706,5.790
11/20/2013,17.080,0.410,1.000,0.000,0.000,33.223,5.620
11/08/2015,17.100,0.240,2.000,0.010,0.000,33.427,5.930
07/29/2003,17.130,0.450,2.000,0.000,0.000,33.579,5.810
01/15/2013,17.130,0.330,0.600,0.040,0.900,33.592,5.340
11/22/2013,17.140,0.400,1.000,0.000,0.000,33.230,5.610
04/09/2002,17.150,0.510,2.000,0.000,0.000,33.625,5.760
04/08/2002,17.160,0.510,2.000,0.000,0.000,33.625,5.740
02/10/2006,17.160,0.420,2.000,0.000,0.000,33.855,5.530
02/08/2019,17.170,0.460,6.100,0.100,0.000,34.132,4.270
01/12/2000,17.180,0.160,3.000,0.000,0.000,33.612,5.890
06/18/2018,17.180,0.200,1.000,0.000,0.000,33.755,5.840
11/23/2013,17.190,0.400,1.000,0.000,0.000,33.230,5.610
11/22/2017,17.190,0.090,1.000,0.000,0.000,33.492,5.940
10/21/2012,17.200,0.230,1.100,0.000,0.100,33.648,5.640
04/22/2018,17.200,0.110,1.000,0.000,0.200,33.510,6.050
07/11/2005,17.210,0.410,2.700,0.010,0.000,33.576,5.850
02/09/2018,17.210,0.000,0.000,0.000,0.000,33.754,5.840
07/14/2001,17.220,0.750,3.000,0.090,0.400,33.553,5.810
11/19/2009,17.220,0.280,2.000,0.000,0.000,33.640,5.520
04/20/2005,17.240,0.440,2.000,0.000,0.000,33.676,5.590
10/29/2000,17.250,0.670,3.000,0.000,0.000,33.370,5.720
04/23/2001,17.250,0.370,3.000,0.000,0.000,33.260,5.710
04/19/2003,17.250,0.490,1.000,0.000,0.000,33.320,6.080
10/21/2000,17.350,0.270,3.000,0.000,0.300,33.440,5.780
04/19/2005,17.350,0.440,2.000,0.000,0.000,33.682,5.510
07/12/2015,17.350,0.240,2.000,0.010,0.000,33.426,5.900
04/01/2016,17.360,0.260,1.000,0.000,0.000,33.267,5.670
03/26/2004,17.380,0.460,2.900,0.000,0.000,33.534,5.850
07/17/2009,17.420,0.300,2.000,0.000,0.100,33.350,5.700
11/12/2009,17.440,0.330,3.000,0.020,0.300,33.620,5.790
07/20/2016,17.440,0.240,4.000,0.000,0.000,33.414,5.920
11/17/2017,17.440,0.120,1.000,0.000,0.000,33.505,5.910
02/07/2019,17.440,0.460,6.000,0.100,0.000,34.133,4.280
11/08/2009,17.460,0.280,3.000,0.010,0.200,33.660,5.740
04/17/2015,17.470,0.230,1.100,0.000,0.000,33.515,5.820
07/14/2019,17.480,0.240,2.300,0.000,0.000,33.473,6.070
07/08/2013,17.490,0.400,1.000,0.000,0.000,33.230,5.600
07/09/2013,17.490,0.400,1.000,0.000,0.000,33.230,5.600
07/25/2019,17.490,0.130,0.000,0.000,0.000,33.736,5.840
01/23/2009,17.500,0.250,1.000,0.000,0.000,33.560,5.870
04/08/2017,17.500,0.280,3.600,0.010,0.000,33.568,5.690
04/21/2018,17.510,0.110,1.000,0.000,0.200,33.536,6.020
04/22/2001,17.540,0.400,3.000,0.000,0.000,33.270,5.700
01/11/2000,17.550,0.180,3.000,0.000,0.000,33.616,5.830
01/11/2001,17.560,0.290,2.000,0.000,0.000,33.520,5.770
08/02/2011,17.560,0.350,0.700,0.010,0.200,33.630,3.700
10/28/2000,17.590,0.450,3.000,0.000,0.000,33.350,5.750
04/18/2003,17.590,0.490,1.000,0.000,0.000,33.393,6.000
02/09/2003,17.600,0.470,2.000,0.000,0.000,33.582,5.760
07/19/2003,17.600,0.480,2.000,0.000,0.000,33.455,5.730
10/24/2008,17.600,0.280,1.000,0.000,0.000,33.620,6.000
11/20/2005,17.620,0.490,2.000,0.000,0.000,33.710,5.920
01/10/2001,17.640,0.350,3.000,0.000,0.000,33.320,5.690
07/15/2009,17.680,0.280,0.000,0.000,0.000,33.600,5.520
11/15/2009,17.680,0.280,3.000,0.010,0.200,33.660,5.810
01/11/2009,17.710,0.220,1.000,0.000,0.000,33.620,5.910
02/01/2015,17.710,0.280,0.500,0.000,0.000,33.676,5.930
04/09/2003,17.720,0.480,1.500,0.000,0.000,33.607,5.620
01/19/2000,17.730,0.290,5.000,0.000,0.100,33.630,5.740
02/08/2003,17.730,0.470,2.000,0.000,0.000,33.580,5.720
07/20/2014,17.730,0.230,2.500,0.010,0.000,33.572,6.030
11/21/2016,17.740,0.170,1.500,0.000,0.000,33.436,5.700
01/24/2008,17.750,0.190,0.000,0.000,0.000,33.612,6.450
04/17/2003,17.780,0.490,1.000,0.000,0.000,33.455,5.930
04/08/2002,17.790,0.470,2.000,0.000,0.000,33.628,5.740
04/16/2003,17.800,0.490,1.000,0.000,0.000,33.460,5.920
08/22/2008,17.800,0.170,2.000,0.000,0.000,33.560,6.570
04/11/2016,17.810,0.330,1.000,0.000,0.000,33.287,5.600
07/16/2012,17.820,0.490,2.000,0.000,0.000,33.460,6.640
07/18/2012,17.820,0.490,2.000,0.000,0.000,33.460,6.640
04/06/2018,17.830,0.780,7.000,0.330,5.900,34.136,4.040
08/21/2008,17.840,0.170,2.000,0.000,0.000,33.560,6.520
02/07/2003,17.890,0.420,2.000,0.000,0.000,33.580,5.630
07/17/2003,17.900,0.470,2.000,0.000,0.000,33.490,5.700
07/18/2003,17.900,0.470,2.000,0.000,0.000,33.490,5.690
07/16/2005,17.900,0.650,5.000,0.170,0.200,33.911,4.960
11/07/2009,17.900,0.390,3.000,0.000,0.300,33.710,5.850
01/10/2000,17.910,0.190,3.000,0.000,0.000,33.621,5.660
10/27/2011,17.940,0.380,1.400,0.000,0.300,33.589,6.070
01/09/2000,17.950,0.190,3.000,0.000,0.000,33.622,5.640
11/03/2015,17.960,0.170,4.000,0.010,0.000,33.424,6.170
04/04/2015,18.000,0.270,1.000,0.010,0.000,33.642,5.960
04/16/2003,18.010,0.490,2.000,0.000,0.000,33.440,5.790
10/28/2003,18.010,0.470,1.400,0.000,0.000,33.452,5.620
10/22/2018,18.040,0.690,4.100,0.440,3.600,34.168,4.390
08/17/2008,18.070,0.220,2.000,0.000,0.000,33.590,6.000
11/05/2012,18.070,0.290,1.400,0.020,0.400,33.574,6.190
07/19/2004,18.080,0.420,1.000,0.000,0.000,33.524,5.790
11/08/2004,18.100,0.470,2.000,0.000,0.000,33.469,5.690
04/04/2002,18.140,0.510,2.000,0.000,0.000,33.581,5.710
04/02/2016,18.140,0.250,1.000,0.000,0.000,33.311,5.540
01/29/2008,18.150,0.170,0.000,0.000,0.000,33.610,6.300
11/07/2019,18.150,0.130,2.000,0.000,0.000,33.540,5.570
07/28/2003,18.160,0.450,2.000,0.000,0.000,33.608,5.680
11/08/2019,18.180,0.130,1.700,0.010,0.000,33.540,5.550
02/03/2012,18.190,0.160,0.000,0.000,0.000,33.520,6.300
04/03/2002,18.220,0.490,2.000,0.000,0.000,33.580,5.630
04/03/2002,18.220,0.510,2.000,0.000,0.000,33.580,5.700
10/27/2003,18.220,0.470,1.000,0.000,0.000,33.468,5.620
01/17/2009,18.220,0.220,2.000,0.000,0.100,33.620,6.060
02/08/2002,18.250,0.470,1.000,0.000,0.000,33.610,5.720
01/24/2015,18.250,0.040,2.000,0.000,0.000,33.452,5.950
02/09/2002,18.260,0.470,2.000,0.000,0.000,33.610,5.790
01/12/2009,18.280,0.360,1.000,0.000,0.000,33.660,5.820
04/07/2014,18.280,0.350,0.300,0.000,0.000,33.612,5.740
11/09/2019,18.280,0.160,1.000,0.030,0.000,33.540,5.520
11/12/2019,18.280,0.160,1.000,0.030,0.000,33.540,5.520
07/11/2019,18.290,0.200,2.000,0.000,0.000,33.493,5.930
07/12/2019,18.290,0.200,2.000,0.000,0.000,33.500,5.710
07/13/2019,18.290,0.200,2.000,0.000,0.000,33.490,6.020
07/14/2004,18.320,0.460,1.000,0.000,0.000,33.508,5.940
02/12/2006,18.330,0.200,1.100,0.000,0.000,34.021,5.620
08/05/2011,18.380,0.270,0.000,0.000,0.000,33.630,2.880
10/29/2011,18.380,0.470,0.000,0.000,0.100,33.600,6.250
10/31/2011,18.380,0.470,0.000,0.000,0.100,33.600,6.250
10/28/2011,18.390,0.290,0.000,0.000,0.100,33.610,6.280
10/30/2011,18.390,0.310,0.000,0.000,0.100,33.609,6.280
10/27/2018,18.390,0.440,7.000,0.000,0.100,34.326,3.680
01/25/2015,18.430,0.110,1.000,0.000,0.000,33.464,5.830
04/08/2003,18.460,0.490,1.000,0.000,0.000,33.619,5.500
01/18/2013,18.480,0.230,1.000,0.000,0.000,33.580,5.610
01/19/2013,18.480,0.230,1.000,0.000,0.000,33.580,5.610
01/16/2013,18.490,0.230,0.000,0.000,0.000,33.590,5.360
01/17/2013,18.490,0.230,0.100,0.000,0.000,33.589,5.390
04/04/2016,18.500,0.240,1.000,0.000,0.000,33.352,5.500
04/05/2016,18.500,0.260,1.000,0.000,0.000,33.346,5.500
04/07/2003,18.530,0.490,1.000,0.000,0.000,33.620,5.490
01/21/2016,18.530,0.230,1.500,0.030,0.000,33.447,5.540
